antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'avg_cc'}),frozenset({'moa'}),0.47096774193548385,0.49032258064516127,0.3096774193548387,0.6575342465753425,1.3410237923576065,0.07875130072840794,1.4882580645161296
frozenset({'moa'}),frozenset({'avg_cc'}),0.49032258064516127,0.47096774193548385,0.3096774193548387,0.6315789473684211,1.3410237923576065,0.07875130072840794,1.43594470046083
frozenset({'avg_cc'}),frozenset({'rfc'}),0.47096774193548385,0.567741935483871,0.33548387096774196,0.7123287671232877,1.2546699875467,0.0680957336108221,1.5026113671274965
frozenset({'avg_cc'}),frozenset({'cbo'}),0.47096774193548385,0.8193548387096774,0.3935483870967742,0.8356164383561644,1.0198468342142164,0.007658688865764873,1.0989247311827959
frozenset({'avg_cc'}),frozenset({'ic'}),0.47096774193548385,0.47096774193548385,0.3032258064516129,0.6438356164383562,1.367048226684181,0.08141519250780438,1.4853598014888338
frozenset({'ic'}),frozenset({'avg_cc'}),0.47096774193548385,0.47096774193548385,0.3032258064516129,0.6438356164383562,1.367048226684181,0.08141519250780438,1.4853598014888338
frozenset({'avg_cc'}),frozenset({'dam'}),0.47096774193548385,0.567741935483871,0.3225806451612903,0.684931506849315,1.2064134495641343,0.05519250780437046,1.3719495091164093
frozenset({'avg_cc'}),frozenset({'lcom3'}),0.47096774193548385,0.5419354838709678,0.3161290322580645,0.6712328767123288,1.2385844748858446,0.06089490114464097,1.3932795698924731
frozenset({'avg_cc'}),frozenset({'npm'}),0.47096774193548385,0.5483870967741935,0.36774193548387096,0.7808219178082192,1.4238517324738116,0.1094693028095734,2.0604838709677424
frozenset({'npm'}),frozenset({'avg_cc'}),0.5483870967741935,0.47096774193548385,0.36774193548387096,0.6705882352941177,1.4238517324738116,0.1094693028095734,1.6059907834101386
frozenset({'avg_cc'}),frozenset({'ca'}),0.47096774193548385,0.6,0.3741935483870968,0.7945205479452055,1.3242009132420094,0.09161290322580651,1.9466666666666674
frozenset({'ca'}),frozenset({'avg_cc'}),0.6,0.47096774193548385,0.3741935483870968,0.6236559139784946,1.3242009132420092,0.09161290322580651,1.4057142857142857
frozenset({'avg_cc'}),frozenset({'dit'}),0.47096774193548385,0.4838709677419355,0.3096774193548387,0.6575342465753425,1.3589041095890413,0.08178980228928201,1.5070967741935486
frozenset({'dit'}),frozenset({'avg_cc'}),0.4838709677419355,0.47096774193548385,0.3096774193548387,0.64,1.3589041095890413,0.08178980228928201,1.4695340501792116
frozenset({'avg_cc'}),frozenset({'cbm'}),0.47096774193548385,0.5161290322580645,0.36129032258064514,0.7671232876712328,1.4863013698630136,0.118210197710718,2.0777988614800758
frozenset({'cbm'}),frozenset({'avg_cc'}),0.5161290322580645,0.47096774193548385,0.36129032258064514,0.7,1.4863013698630136,0.118210197710718,1.7634408602150535
frozenset({'avg_cc'}),frozenset({'amc'}),0.47096774193548385,0.4774193548387097,0.3161290322580645,0.6712328767123288,1.4059607552758238,0.09127991675338187,1.5895161290322581
frozenset({'amc'}),frozenset({'avg_cc'}),0.4774193548387097,0.47096774193548385,0.3161290322580645,0.6621621621621621,1.4059607552758235,0.09127991675338187,1.5659354838709674
frozenset({'avg_cc'}),frozenset({'loc'}),0.47096774193548385,0.7741935483870968,0.4,0.8493150684931507,1.0970319634703198,0.035379812695109314,1.4985337243401766
frozenset({'avg_cc'}),frozenset({'lcom'}),0.47096774193548385,0.4645161290322581,0.32903225806451614,0.6986301369863014,1.5039954337899544,0.11026014568158168,1.7768328445747799
frozenset({'lcom'}),frozenset({'avg_cc'}),0.4645161290322581,0.47096774193548385,0.32903225806451614,0.7083333333333334,1.5039954337899544,0.11026014568158168,1.813824884792627
frozenset({'avg_cc'}),frozenset({'ce'}),0.47096774193548385,0.7225806451612903,0.3870967741935484,0.821917808219178,1.1374755381604698,0.04678459937565038,1.5578163771712157
frozenset({'moa'}),frozenset({'mfa'}),0.49032258064516127,0.4838709677419355,0.33548387096774196,0.6842105263157896,1.4140350877192984,0.09823100936524456,1.6344086021505382
frozenset({'mfa'}),frozenset({'moa'}),0.4838709677419355,0.49032258064516127,0.33548387096774196,0.6933333333333334,1.4140350877192984,0.09823100936524456,1.6619915848527353
frozenset({'moa'}),frozenset({'rfc'}),0.49032258064516127,0.567741935483871,0.36129032258064514,0.7368421052631579,1.297846889952153,0.08291363163371485,1.64258064516129
frozenset({'rfc'}),frozenset({'moa'}),0.567741935483871,0.49032258064516127,0.36129032258064514,0.6363636363636364,1.2978468899521531,0.08291363163371485,1.4016129032258067
frozenset({'moa'}),frozenset({'cbo'}),0.49032258064516127,0.8193548387096774,0.44516129032258067,0.9078947368421053,1.1080605055946955,0.04341311134235176,1.9612903225806464
frozenset({'moa'}),frozenset({'max_cc'}),0.49032258064516127,0.4774193548387097,0.33548387096774196,0.6842105263157896,1.4331436699857756,0.10139438085327787,1.65483870967742
frozenset({'max_cc'}),frozenset({'moa'}),0.4774193548387097,0.49032258064516127,0.33548387096774196,0.7027027027027027,1.4331436699857754,0.10139438085327787,1.714369501466276
frozenset({'moa'}),frozenset({'ic'}),0.49032258064516127,0.47096774193548385,0.33548387096774196,0.6842105263157896,1.452775775054074,0.10455775234131118,1.6752688172043018
frozenset({'ic'}),frozenset({'moa'}),0.47096774193548385,0.49032258064516127,0.33548387096774196,0.7123287671232877,1.4527757750540737,0.10455775234131118,1.7717357910906306
frozenset({'moa'}),frozenset({'dam'}),0.49032258064516127,0.567741935483871,0.3419354838709677,0.6973684210526316,1.2283193779904307,0.06355879292403743,1.4283309957924266
frozenset({'dam'}),frozenset({'moa'}),0.567741935483871,0.49032258064516127,0.3419354838709677,0.6022727272727273,1.2283193779904307,0.06355879292403743,1.2814746543778806
frozenset({'moa'}),frozenset({'cam'}),0.49032258064516127,0.5096774193548387,0.3419354838709677,0.6973684210526316,1.368254497001999,0.09202913631633716,1.6201963534361856
frozenset({'cam'}),frozenset({'moa'}),0.5096774193548387,0.49032258064516127,0.3419354838709677,0.6708860759493671,1.3682544970019987,0.09202913631633716,1.5486352357320103
frozenset({'moa'}),frozenset({'lcom3'}),0.49032258064516127,0.5419354838709678,0.3419354838709677,0.6973684210526316,1.2868107769423558,0.0762122788761706,1.5136044880785415
frozenset({'lcom3'}),frozenset({'moa'}),0.5419354838709678,0.49032258064516127,0.3419354838709677,0.6309523809523808,1.2868107769423558,0.0762122788761706,1.381061394380853
frozenset({'moa'}),frozenset({'npm'}),0.49032258064516127,0.5483870967741935,0.3870967741935484,0.7894736842105263,1.4396284829721364,0.118210197710718,2.145161290322581
frozenset({'npm'}),frozenset({'moa'}),0.5483870967741935,0.49032258064516127,0.3870967741935484,0.7058823529411765,1.4396284829721364,0.118210197710718,1.732903225806452
frozenset({'moa'}),frozenset({'ca'}),0.49032258064516127,0.6,0.3548387096774194,0.7236842105263158,1.206140350877193,0.0606451612903226,1.4476190476190478
frozenset({'moa'}),frozenset({'dit'}),0.49032258064516127,0.4838709677419355,0.4,0.8157894736842106,1.6859649122807019,0.16274713839750263,2.8018433179723514
frozenset({'dit'}),frozenset({'moa'}),0.4838709677419355,0.49032258064516127,0.4,0.8266666666666667,1.6859649122807019,0.16274713839750263,2.94044665012407
frozenset({'moa'}),frozenset({'cbm'}),0.49032258064516127,0.5161290322580645,0.3032258064516129,0.618421052631579,1.1981907894736843,0.050156087408949,1.2680756395995552
frozenset({'moa'}),frozenset({'amc'}),0.49032258064516127,0.4774193548387097,0.3419354838709677,0.6973684210526316,1.4607041251778095,0.10784599375650364,1.7267882187938293
frozenset({'amc'}),frozenset({'moa'}),0.4774193548387097,0.49032258064516127,0.3419354838709677,0.7162162162162162,1.4607041251778095,0.10784599375650364,1.7960061443932416
frozenset({'moa'}),frozenset({'loc'}),0.49032258064516127,0.7741935483870968,0.4064516129032258,0.8289473684210527,1.0707236842105263,0.02684703433922997,1.3200992555831268
frozenset({'moa'}),frozenset({'lcom'}),0.49032258064516127,0.4645161290322581,0.3161290322580645,0.6447368421052632,1.3879751461988303,0.08836628511966699,1.5072879330943845
frozenset({'lcom'}),frozenset({'moa'}),0.4645161290322581,0.49032258064516127,0.3161290322580645,0.6805555555555555,1.3879751461988303,0.08836628511966699,1.5955119214586253
frozenset({'moa'}),frozenset({'ce'}),0.49032258064516127,0.7225806451612903,0.4129032258064516,0.8421052631578948,1.1654135338345866,0.05860561914672219,1.756989247311829
frozenset({'noc'}),frozenset({'rfc'}),0.45161290322580644,0.567741935483871,0.3032258064516129,0.6714285714285715,1.1826298701298703,0.046826222684703434,1.315568022440393
