antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'avg_cc'}),frozenset({'moa'}),0.5806451612903226,0.5483870967741935,0.4129032258064516,0.711111111111111,1.296732026143791,0.09448491155046829,1.5632754342431758
frozenset({'moa'}),frozenset({'avg_cc'}),0.5483870967741935,0.5806451612903226,0.4129032258064516,0.7529411764705883,1.296732026143791,0.09448491155046829,1.6973886328725043
frozenset({'avg_cc'}),frozenset({'noc'}),0.5806451612903226,0.5741935483870968,0.3935483870967742,0.6777777777777777,1.1803995006242196,0.060145681581685706,1.3214682981090096
frozenset({'noc'}),frozenset({'avg_cc'}),0.5741935483870968,0.5806451612903226,0.3935483870967742,0.6853932584269663,1.1803995006242196,0.060145681581685706,1.3329493087557602
frozenset({'avg_cc'}),frozenset({'mfa'}),0.5806451612903226,0.5870967741935483,0.4129032258064516,0.711111111111111,1.2112332112332111,0.07200832466181062,1.4292803970223322
frozenset({'mfa'}),frozenset({'avg_cc'}),0.5870967741935483,0.5806451612903226,0.4129032258064516,0.7032967032967034,1.2112332112332111,0.07200832466181062,1.4133811230585425
frozenset({'avg_cc'}),frozenset({'rfc'}),0.5806451612903226,0.5741935483870968,0.3741935483870968,0.6444444444444444,1.1223470661672907,0.04079084287200829,1.19758064516129
frozenset({'rfc'}),frozenset({'avg_cc'}),0.5741935483870968,0.5806451612903226,0.3741935483870968,0.651685393258427,1.122347066167291,0.04079084287200829,1.2039542143600417
frozenset({'avg_cc'}),frozenset({'cbo'}),0.5806451612903226,0.5419354838709678,0.3870967741935484,0.6666666666666666,1.23015873015873,0.07242455775234125,1.3741935483870964
frozenset({'cbo'}),frozenset({'avg_cc'}),0.5419354838709678,0.5806451612903226,0.3870967741935484,0.7142857142857142,1.23015873015873,0.07242455775234125,1.4677419354838703
frozenset({'avg_cc'}),frozenset({'max_cc'}),0.5806451612903226,0.5161290322580645,0.3870967741935484,0.6666666666666666,1.2916666666666667,0.08740894901144641,1.4516129032258063
frozenset({'max_cc'}),frozenset({'avg_cc'}),0.5161290322580645,0.5806451612903226,0.3870967741935484,0.75,1.2916666666666665,0.08740894901144641,1.6774193548387095
frozenset({'avg_cc'}),frozenset({'ic'}),0.5806451612903226,0.5161290322580645,0.3935483870967742,0.6777777777777777,1.3131944444444443,0.09386056191467224,1.5016685205784202
frozenset({'ic'}),frozenset({'avg_cc'}),0.5161290322580645,0.5806451612903226,0.3935483870967742,0.7625000000000001,1.3131944444444446,0.09386056191467224,1.7657045840407473
frozenset({'avg_cc'}),frozenset({'dam'}),0.5806451612903226,0.5483870967741935,0.3548387096774194,0.611111111111111,1.1143790849673203,0.03642039542143605,1.161290322580645
frozenset({'dam'}),frozenset({'avg_cc'}),0.5483870967741935,0.5806451612903226,0.3548387096774194,0.6470588235294118,1.1143790849673203,0.03642039542143605,1.1881720430107527
frozenset({'avg_cc'}),frozenset({'cam'}),0.5806451612903226,0.7225806451612903,0.432258064516129,0.7444444444444444,1.0302579365079365,0.012695109261186277,1.0855539971949506
frozenset({'avg_cc'}),frozenset({'lcom3'}),0.5806451612903226,0.7354838709677419,0.4774193548387097,0.8222222222222222,1.1179337231968811,0.050364203954214315,1.4879032258064513
frozenset({'lcom3'}),frozenset({'avg_cc'}),0.7354838709677419,0.5806451612903226,0.4774193548387097,0.6491228070175439,1.1179337231968811,0.050364203954214315,1.1951612903225806
frozenset({'npm'}),frozenset({'avg_cc'}),0.4838709677419355,0.5806451612903226,0.3225806451612903,0.6666666666666666,1.148148148148148,0.04162330905306966,1.258064516129032
frozenset({'avg_cc'}),frozenset({'ca'}),0.5806451612903226,0.5290322580645161,0.4,0.6888888888888889,1.3021680216802167,0.09281997918834545,1.5138248847926266
frozenset({'ca'}),frozenset({'avg_cc'}),0.5290322580645161,0.5806451612903226,0.4,0.7560975609756098,1.3021680216802167,0.09281997918834545,1.7193548387096773
frozenset({'avg_cc'}),frozenset({'dit'}),0.5806451612903226,0.5548387096774193,0.3870967741935484,0.6666666666666666,1.2015503875968991,0.06493236212278874,1.335483870967742
frozenset({'dit'}),frozenset({'avg_cc'}),0.5548387096774193,0.5806451612903226,0.3870967741935484,0.6976744186046512,1.2015503875968991,0.06493236212278874,1.3870967741935483
frozenset({'avg_cc'}),frozenset({'cbm'}),0.5806451612903226,0.6967741935483871,0.44516129032258067,0.7666666666666666,1.1003086419753085,0.04058272632674298,1.2995391705069121
frozenset({'cbm'}),frozenset({'avg_cc'}),0.6967741935483871,0.5806451612903226,0.44516129032258067,0.638888888888889,1.1003086419753088,0.04058272632674298,1.1612903225806452
frozenset({'avg_cc'}),frozenset({'amc'}),0.5806451612903226,0.7677419354838709,0.4774193548387097,0.8222222222222222,1.0709617180205415,0.03163371488033295,1.3064516129032258
frozenset({'amc'}),frozenset({'avg_cc'}),0.7677419354838709,0.5806451612903226,0.4774193548387097,0.6218487394957983,1.0709617180205415,0.03163371488033295,1.1089605734767025
frozenset({'avg_cc'}),frozenset({'loc'}),0.5806451612903226,0.7548387096774194,0.41935483870967744,0.7222222222222222,0.95679012345679,-0.018938605619146787,0.8825806451612901
frozenset({'avg_cc'}),frozenset({'lcom'}),0.5806451612903226,0.5225806451612903,0.4064516129032258,0.7,1.3395061728395061,0.10301768990634752,1.5913978494623653
frozenset({'lcom'}),frozenset({'avg_cc'}),0.5225806451612903,0.5806451612903226,0.4064516129032258,0.7777777777777778,1.3395061728395061,0.10301768990634752,1.8870967741935483
